Total Power,Abs LFP,Abs HFP,nLFP,nHFP,LF/HF,RMSSD,SDNN,label
11961.755297866956,3249.5516069943365,8043.922163291724,0.27166176920320406,0.6724700483319646,0.40397601332141164,932.7147309909219,54.82597570645754,chi_pre
9211.352702190008,2022.7178982446671,6829.3979153996615,0.21958966979559516,0.7414109671184305,0.2961780706442108,803.4371279896169,120.85008881931353,chi_pre
9283.913716076951,2378.7536762230156,6678.5900633819165,0.2562231564155673,0.7193722677340919,0.35617602722249697,793.2286171654321,162.22360268147787,chi_pre
9994.154158743191,2431.402949778777,7008.622545318526,0.2432825140736609,0.7012722071319232,0.3469159501823728,865.5899037332535,67.23833903808288,chi_pre
9597.89414837745,1897.8000092693746,7150.309660034888,0.19773087512016402,0.7449873430041596,0.26541507983587315,852.4510011223023,70.60013993284237,chi_pre
9923.556872818075,2071.007149708638,7278.417330666232,0.2086960528619933,0.7334484423224069,0.2845408631602975,859.4179701483489,63.962404640674244,chi_pre
9531.756803671524,2004.3809042461203,7068.999912093822,0.210284520003076,0.7416261301768551,0.28354518732090733,882.3159748283246,84.0289326669793,chi_pre
9849.779552900627,1987.9044335897656,7301.300419529527,0.20182222585929394,0.7412653633836295,0.27226717425193414,882.2580980017659,75.65791132669989,chi_pre
9598.153909254332,2133.367948031457,6881.1967919386525,0.22226857041482842,0.7169291987810231,0.3100286203892185,878.0602110505424,77.69729246715427,chi_pre
8892.720542884752,1925.9626299586578,6689.148022919839,0.21657743776730506,0.752204906323292,0.28792345801879377,857.1229188509194,107.32114190878853,chi_pre
9601.2127100505,2332.3098538824906,6963.811507755731,0.24291825671574183,0.7253054086038578,0.3349185788967654,864.1575818093526,114.68034162292575,chi_pre
10046.603940204497,2291.118423935977,7273.123265165665,0.22804904399260528,0.7239384879163079,0.3150116312354003,899.6141265434438,71.97522841769062,chi_pre
13526.641323532638,3165.532270714322,9709.824252670447,0.23402204545833308,0.7178296533802535,0.32601334363428053,898.1466417819504,69.8039279397474,chi_pre
12585.822509872221,2758.6216021045875,9332.80965309046,0.2191848486613208,0.7415335506098133,0.29558318498343095,830.2794926023132,100.77485979696355,chi_pre
10951.856902544487,2342.345649776495,8172.890054465794,0.2138765755086052,0.7462561031606388,0.2865994322897567,743.5815170054149,79.75257388670057,chi_pre
10138.54702274434,2059.116450347191,7715.298656414284,0.20309778568150502,0.760986622551155,0.26688745854773865,629.9886527378685,50.10997605403023,chi_pre
10108.312811898011,2352.7487125037237,7370.577066842842,0.2327538488653038,0.7291599700166865,0.31920821004474137,827.3714287428611,90.91623208287442,chi_pre
11788.446634146014,2613.049466490933,8542.643197517004,0.2216618989411262,0.7246623293668458,0.3058830160728754,808.6087591970439,52.076077094540175,chi_pre
9390.926493426135,2103.189487416483,6961.031278172482,0.22395974336384852,0.741250746989167,0.30213762923482296,580.5516508530154,74.32934312034756,chi_pre
9735.336953890795,2193.7222825245294,7167.651896962965,0.22533604054123602,0.7362510338276851,0.3060587084947639,572.8204473425291,48.24082773872895,chi_pre
10943.859508874219,2491.7292401879986,7849.767381428914,0.22768286070992516,0.7172759642120451,0.31742714390275634,702.4600099498768,36.123884070257326,chi_pre
11411.178639503398,2730.6859621964113,8029.184498859367,0.23929920374248456,0.7036244679461777,0.34009505729807743,751.0244586574829,46.72486636666124,chi_pre
12187.912646950721,3072.652400618254,8563.098899407734,0.2521065328924061,0.7025894546060868,0.3588248175938705,728.5737546271832,44.82492129504572,chi_pre
12524.144407252721,2957.893554220545,8892.37909092569,0.2361752993288413,0.7100188884580507,0.3326324174864469,761.8884615582544,53.856066278592955,chi_pre
8542.068992779776,1931.1440902037825,6327.265011701615,0.2260745133100764,0.740718087977253,0.30520992666378494,679.8208530107601,120.86497581590922,chi_pre
9195.122595200844,2053.1648270903056,6648.740802096274,0.22328846688372614,0.723072556484066,0.3088050637261969,695.3617868537558,67.83783999682235,chi_pre
9105.283140435407,1911.874133054592,6961.404855259115,0.20997415495671976,0.7645456761629299,0.27463912425812065,723.2207627807804,84.33915936616158,chi_pre
9252.009088318251,2015.0110878960136,6824.147787960287,0.21779173244006017,0.7375855041665033,0.2952765899136972,667.5932923866336,59.543334792765876,chi_pre
9880.360450151189,1953.2457676887716,7467.297901281411,0.19768972777292584,0.7557718100423296,0.2615733018169248,767.9070356028949,71.84961395852142,chi_pre
8191.801416250313,1652.2677194267346,6357.4367530512645,0.20169772623504806,0.7760731040720584,0.259895266537056,671.4552173710342,125.52351140009459,chi_pre
8749.645228951873,2060.347634053405,6480.964635427828,0.23547784854589077,0.7407117049709441,0.3179075569693176,704.9953724085427,138.74471923303045,chi_pre
7452.036389714252,1829.766589191489,5402.755991267195,0.24553913769356286,0.7250039732393689,0.33867281664192356,587.2586910231897,59.23561710035704,chi_pre
10776.929231730406,2642.4189557500113,7825.3814871607765,0.24519219704718515,0.7261234920352435,0.3376728610720728,858.376191871549,97.5181735597435,chi_pre
11826.758752781996,2381.5439190686893,8731.926974861357,0.20136911294554657,0.738319530937194,0.27273978881465655,878.2302834902831,77.90170116111335,chi_pre
11086.619666101615,2410.124862581279,8176.446401277311,0.21739041612029528,0.737505808580912,0.2947643443494931,823.0028716903818,82.21862097968251,chi_pre
10429.119863387557,2065.320384318632,7874.2763913798435,0.19803400587705783,0.7550278925284251,0.26228700666128346,829.5915837190624,93.23221069227851,chi_pre
13152.713547441044,3075.2761134849966,9579.832767095673,0.23381305328308574,0.7283540945784149,0.3210156365200653,950.6370038290148,95.94247773153279,chi_pre
9718.326785517305,1961.8542600748176,7623.519172841599,0.20187160849524657,0.7844477080357615,0.25734233961971575,777.0107471783148,159.625671328968,chi_pre
9983.28336423792,1800.8686745327002,7745.958759490233,0.18038841619819843,0.7758929078621346,0.23249138427522648,655.8739823904838,51.182669151272236,chi_pre
10556.721094469289,1977.4833644719251,8217.204935476022,0.187319845506569,0.7783860975337362,0.2406515816509047,701.7001353082386,112.77793022065379,chi_pre
10375.053458160159,1892.7693238087172,8259.820677281818,0.18243465746386314,0.7961231920964538,0.22915380342513675,684.8738936775856,107.57556534749557,chi_pre
10226.411837604262,2003.786552761884,7907.262592155546,0.1959422898844753,0.7732196510098676,0.25341090287677487,738.3295332055516,89.30999215676356,chi_pre
