Total Power,Abs LFP,Abs HFP,nLFP,nHFP,LF/HF,RMSSD,SDNN,label
11961.755297866956,3249.5516069943365,8043.922163291724,0.27166176920320406,0.6724700483319646,0.40397601332141164,932.7147309909219,54.82597570645754,ck_pre
9211.352702190008,2022.7178982446671,6829.3979153996615,0.21958966979559516,0.7414109671184305,0.2961780706442108,803.4371279896169,120.85008881931353,ck_pre
9283.913716076951,2378.7536762230156,6678.5900633819165,0.2562231564155673,0.7193722677340919,0.35617602722249697,793.2286171654321,162.22360268147787,ck_pre
9994.154158743191,2431.402949778777,7008.622545318526,0.2432825140736609,0.7012722071319232,0.3469159501823728,865.5899037332535,67.23833903808288,ck_pre
9597.89414837745,1897.8000092693746,7150.309660034888,0.19773087512016402,0.7449873430041596,0.26541507983587315,852.4510011223023,70.60013993284237,ck_pre
9923.556872818075,2071.007149708638,7278.417330666232,0.2086960528619933,0.7334484423224069,0.2845408631602975,859.4179701483489,63.962404640674244,ck_pre
9531.756803671524,2004.3809042461203,7068.999912093822,0.210284520003076,0.7416261301768551,0.28354518732090733,882.3159748283246,84.0289326669793,ck_pre
9849.779552900627,1987.9044335897656,7301.300419529527,0.20182222585929394,0.7412653633836295,0.27226717425193414,882.2580980017659,75.65791132669989,ck_pre
9598.153909254332,2133.367948031457,6881.1967919386525,0.22226857041482842,0.7169291987810231,0.3100286203892185,878.0602110505424,77.69729246715427,ck_pre
8892.720542884752,1925.9626299586578,6689.148022919839,0.21657743776730506,0.752204906323292,0.28792345801879377,857.1229188509194,107.32114190878853,ck_pre
9601.2127100505,2332.3098538824906,6963.811507755731,0.24291825671574183,0.7253054086038578,0.3349185788967654,864.1575818093526,114.68034162292575,ck_pre
10046.603940204497,2291.118423935977,7273.123265165665,0.22804904399260528,0.7239384879163079,0.3150116312354003,899.6141265434438,71.97522841769062,ck_pre
13526.641323532638,3165.532270714322,9709.824252670447,0.23402204545833308,0.7178296533802535,0.32601334363428053,898.1466417819504,69.8039279397474,ck_pre
